DATE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
21/08/2023,38,2,136,4,99,3,74,3,44,4,58,9,11,3,7,0,1,8,10,8,10,3,15,4,25,0,49,4,104,8,172,5,144,6,119,5,151,6,91,8,54,8,67,3,100,7,69,8
22/08/2023,48,4,49,8,30,5,6,1,9,5,6,3,5,5,5,0,10,4,15,6,26,9,35,4,54,3,42,4,43,6,52,9,77,4,88,7,88,6,105,6,45,6,61,1,52,2,54,0
23/08/2023,59,6,100,6,52,4,28,1,21,7,8,8,9,9,5,2,14,1,47,3,57,0,57,0,81,7,91,9,102,4,123,9,111,2,166,9,98,7,43,5,27,3,38,1,40,1,31,3
24/08/2023,40,4,20,4,5,3,17,4,23,4,34,9,12,2,11,9,43,1,44,3,65,8,75,9,69,2,69,6,67,2,57,4,62,8,58,6,69,5,58,8,43,8,44,7,79,8,65,7
25/08/2023,21,3,45,3,71,9,51,0,117,8,144,0,93,9,40,8,65,3,78,8,76,4,93,0,103,3,106,5,96,8,85,8,52,5,58,2,73,2,56,8,39,0,30,9,16,7,17,8
26/08/2023,140,0,181,7,145,1,183,7,211,5,252,6,240,7,229,8,222,8,186,6,155,4,138,4,118,7,91,9,91,9,75,3,78,4,71,2,123,5,146,2,99,1,76,0,108,2,72,2
27/08/2023,69,7,51,8,61,2,78,3,77,3,70,7,50,5,8,5,1,1,5,3,5,3,9,6,11,3,5,6,1,4,2,3,7,8,23,5,63,6,96,3,122,7,113,9,90,7,97,0
28/08/2023,98,9,51,6,24,0,24,9,16,9,7,8,11,3,4,1,1,5,1,4,3,3,3,6,6,5,4,6,6,5,12,0,12,9,29,3,35,2,61,8,58,3,38,7,42,7,11,8
29/08/2023,4,0,0,7,0,0,0,0,62,9,144,2,50,9,68,2,59,9,29,3,14,6,30,0,99,9,146,6,116,9,39,0,21,9,49,7,20,7,6,6,1,3,0,0,0,0,0,0
30/08/2023,0,0,0,0,3,1,12,1,41,4,122,6,168,0,81,7,27,1,14,4,3,8,2,0,7,4,0,3,3,0,0,0,0,5,0,0,2,3,37,0,88,1,62,8,32,0,37,7
31/08/2023,210,9,174,4,155,9,95,5,43,2,44,9,98,5,74,8,43,5,51,0,43,4,32,5,33,2,49,7,55,8,52,9,67,5,59,1,67,8,87,4,102,8,177,3,177,1,162,3
05/09/2023,240,4,154,5,220,1,230,1,244,5,151,3,125,3,166,6,210,7,199,3,150,9,127,4,91,9,58,5,57,4,31,9,29,1,27,4,50,7,129,9,176,6,140,0,164,1,213,6
06/09/2023,223,3,200,5,175,1,203,4,252,5,211,3,208,1,104,8,120,3,57,4,8,7,8,3,9,6,2,8,6,1,14,7,47,6,66,9,81,6,95,7,137,1,212,3,238,3,206,0
07/09/2023,183,1,155,1,110,6,98,2,110,9,89,4,114,9,60,3,45,0,89,1,239,7,250,6,247,8,246,8,220,0,209,8,150,9,143,9,161,1,126,0,199,4,259,0,244,4,203,1
08/09/2023,224,7,242,8,263,3,263,2,262,6,244,2,148,1,89,8,115,0,100,4,91,8,125,6,119,4,131,1,163,1,168,3,190,7,204,9,182,1,164,5,120,2,158,1,113,4,132,7
17/09/2023,10,4,6,5,3,5,8,0,13,0,22,9,35,1,32,5,25,3,16,3,6,6,1,6,0,2,1,3,1,7,3,5,1,1,7,7,21,4,26,1,11,5,24,5,28,9,27,2
23/09/2023,46,6,37,4,94,7,64,7,70,9,122,0,58,7,65,3,38,3,34,6,65,6,36,1,34,9,26,4,17,6,31,1,57,7,41,5,34,6,62,0,65,4,34,2,29,2,16,9
24/09/2023,47,4,35,3,51,7,97,9,129,8,135,2,126,6,92,1,66,2,108,9,80,0,31,6,7,5,3,1,4,9,26,9,61,8,114,5,150,9,153,2,166,1,125,6,138,8,134,9
25/09/2023,115,0,75,0,41,2,35,0,28,6,28,7,26,9,22,8,9,1,16,7,7,3,5,2,8,1,10,0,12,0,2,5,13,7,19,2,44,8,74,6,107,7,141,4,90,7,118,7
26/09/2023,108,1,67,1,85,3,80,7,38,8,25,3,45,1,33,4,44,1,65,7,64,6,44,1,25,0,15,9,20,2,18,1,30,7,52,2,82,8,134,9,112,0,101,0,113,3,98,0
